Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches)
9/27/1995,,89,65,0,0,0
9/28/1995,,87,63,0,0,0
9/29/1995,,89,63,0,0,0
9/30/1995,,92,68,0,0,0
10/1/1995,,91,71,0,0,0
10/2/1995,,87,70,0.6,0,0
10/3/1995,,75,68,2.78,0,0
10/4/1995,,81,66,0,0,0
10/5/1995,,88,60,0,0,0
10/6/1995,,78,58,0,0,0
10/7/1995,,77,53,0,0,0
10/8/1995,,78,51,0,0,0
10/9/1995,,81,51,0,0,0
10/10/1995,,85,53,0,0,0
10/11/1995,,87,61,0,0,0
10/12/1995,,80,68,0,0,0
10/13/1995,,86,71,4.16,0,0
10/14/1995,,72,58,0.05,0,0
10/15/1995,,73,49,0,0,0
10/16/1995,,80,52,0,0,0
10/17/1995,,81,55,0,0,0
10/18/1995,,84,61,0,0,0
10/19/1995,,86,62,0,0,0
10/20/1995,,75,52,0,0,0
10/21/1995,,75,44,0,0,0
10/22/1995,,78,47,0,0,0
10/23/1995,,84,58,0,0,0
10/24/1995,,77,58,0,0,0
10/25/1995,,82,53,0,0,0
10/26/1995,,82,63,0.06,0,0
10/27/1995,,85,66,0.82,0,0
10/28/1995,,77,54,0,0,0
10/29/1995,,67,55,0.01,0,0
10/30/1995,,58,54,0.54,0,0
10/31/1995,,77,57,0,0,0
11/1/1995,,82,68,0.43,0,0
11/2/1995,,78,65,7.24,0,0
11/3/1995,,67,45,0.53,0,0
11/4/1995,,58,42,0,0,0
11/5/1995,,54,49,0.05,0,0
11/6/1995,,81,53,0,0,0
11/7/1995,,81,60,1.02,0,0
11/8/1995,,67,47,0,0,0
11/9/1995,,72,42,0,0,0
11/10/1995,,75,59,0.02,0,0
11/11/1995,,77,40,0.43,0,0
11/12/1995,,61,36,0,0,0
11/13/1995,,73,42,0,0,0
11/14/1995,,63,42,0,0,0
11/15/1995,,71,39,0,0,0
11/16/1995,,68,45,0,0,0
11/17/1995,,68,42,0.01,0,0
11/18/1995,,74,55,0,0,0
11/19/1995,,70,53,0.55,0,0
11/20/1995,,69,59,0.92,0,0
11/21/1995,,69,45,0,0,0
11/22/1995,,69,41,0,0,0
11/23/1995,,78,50,0.04,0,0
11/24/1995,,62,43,0,0,0
11/25/1995,,69,38,0,0,0
11/26/1995,,71,40,0,0,0
11/27/1995,,79,62,0,0,0
11/28/1995,,69,40,0.12,0,0
11/29/1995,,58,36,0,0,0
11/30/1995,,64,35,0,0,0
12/1/1995,,73,38,0,0,0
12/2/1995,,77,53,0,0,0
12/3/1995,,81,64,0,0,0
12/4/1995,,81,67,0.01,0,0
12/5/1995,,81,67,0,0,0
12/6/1995,,78,65,0.09,0,0
12/7/1995,,65,46,0,0,0
12/8/1995,,71,49,0.34,0,0
12/9/1995,,51,29,0.19,0,0
12/10/1995,,44,25,0,0,0
12/11/1995,,46,25,0,0,0
12/12/1995,,70,40,0,0,0
12/13/1995,,75,48,0,0,0
12/14/1995,,77,52,0,0,0
12/15/1995,,81,57,0.05,0,0
12/16/1995,,77,66,0.07,0,0
12/17/1995,,76,61,3.15,0,0
12/18/1995,,72,54,5.74,0,0
12/19/1995,,54,44,0,0,0
12/20/1995,,44,38,0,0,0
12/21/1995,,43,38,0,0,0
12/22/1995,,44,35,0.04,0,0
12/23/1995,,48,30,0,0,0
12/24/1995,,49,27,0,0,0
12/25/1995,,57,31,0,0,0
12/26/1995,,47,34,0,0,0
12/27/1995,,60,34,0,0,0
12/28/1995,,43,30,0,0,0
12/29/1995,,55,26,0,0,0
12/30/1995,,63,36,0.05,0,0
12/31/1995,,63,55,0.47,0,0
1/1/1996,,75,56,1.51,0,0
1/2/1996,,63,40,0.06,0,0
1/3/1996,,43,31,0,0,0
1/4/1996,,61,31,0,0,0
1/5/1996,,73,53,0,0,0
1/6/1996,,59,35,0.39,0,0
1/7/1996,,39,27,0,0,0
1/8/1996,,44,22,0,0,0
1/9/1996,,61,27,0,0,0
1/10/1996,,67,34,0,0,0
1/11/1996,,69,48,0.04,0,0
1/12/1996,,65,40,0,0,0
1/13/1996,,71,37,0,0,0
1/14/1996,,72,46,0,0,0
1/15/1996,,75,57,0,0,0
1/16/1996,,74,57,0,0,0
1/17/1996,,75,61,0,0,0
1/18/1996,,70,28,0.11,0,0
1/19/1996,,44,24,0,0,0
1/20/1996,,54,26,0,0,0
1/21/1996,,68,45,0,0,0
1/22/1996,,71,41,0,0,0
1/23/1996,,71,58,0.12,0,0
1/24/1996,,69,37,0.04,0,0
1/25/1996,,61,32,0,0,0
1/26/1996,,71,48,1.44,0,0
1/27/1996,,51,35,0,0,0
1/28/1996,,58,32,0,0,0
1/29/1996,,72,54,0,0,0
1/30/1996,,74,62,0.01,0,0
1/31/1996,,66,34,0,0,0
2/1/1996,,38,32,0,0,0
2/2/1996,,34,25,0.4,0,0
2/3/1996,,32,19,0,0,0
2/4/1996,,33,18,0,0,0
2/5/1996,,48,16,0,0,0
2/6/1996,,60,39,0,0,0
2/7/1996,,66,46,0,0,0
2/8/1996,,75,46,0,0,0
2/9/1996,,75,53,0,0,0
2/10/1996,,76,57,0,0,0
2/11/1996,,67,48,0,0,0
2/12/1996,,61,39,0,0,0
2/13/1996,,65,35,0,0,0
2/14/1996,,73,44,0,0,0
2/15/1996,,72,50,0,0,0
2/16/1996,,50,32,0,0,0
2/17/1996,,58,27,0,0,0
2/18/1996,,72,40,0,0,0
2/19/1996,,73,56,0.01,0,0
2/20/1996,,73,54,0,0,0
2/21/1996,,77,58,0,0,0
2/22/1996,,75,59,0,0,0
2/23/1996,,77,60,0,0,0
2/24/1996,,80,59,0,0,0
2/25/1996,,80,64,0,0,0
2/26/1996,,80,68,0,0,0
2/27/1996,,76,68,0.03,0,0
2/28/1996,,71,43,2.1,0,0
2/29/1996,,48,39,0.79,0,0
3/1/1996,,50,36,0,0,0
3/2/1996,,64,36,0,0,0
3/3/1996,,69,37,0,0,0
3/4/1996,,75,44,0,0,0
3/5/1996,,75,62,1.27,0,0
3/6/1996,,76,61,0.12,0,0
3/7/1996,,61,35,0.1,0,0
3/8/1996,,44,31,0,0,0
3/9/1996,,46,25,0,0,0
3/10/1996,,54,28,0,0,0
3/11/1996,,60,31,0,0,0
3/12/1996,,67,35,0,0,0
3/13/1996,,75,47,0,0,0
3/14/1996,,75,58,0,0,0
3/15/1996,,81,63,0,0,0
3/16/1996,,78,67,0.05,0,0
3/17/1996,,82,64,1.68,0,0
3/18/1996,,73,48,0,0,0
3/19/1996,,63,44,0,0,0
3/20/1996,,55,39,0,0,0
3/21/1996,,64,35,0,0,0
3/22/1996,,73,39,0,0,0
3/23/1996,,74,43,0,0,0
3/24/1996,,75,61,0.09,0,0
3/25/1996,,75,55,0,0,0
3/26/1996,,56,47,0.1,0,0
3/27/1996,,74,47,0,0,0
3/28/1996,,73,53,0,0,0
3/29/1996,,76,46,0.11,0,0
3/30/1996,,79,64,0.89,0,0
3/31/1996,,72,56,0.02,0,0
4/1/1996,,69,47,0,0,0
4/2/1996,,75,41,0,0,0
4/3/1996,,73,48,0,0,0
4/4/1996,,79,59,0,0,0
4/5/1996,,62,44,0.91,0,0
4/6/1996,,59,43,1.3,0,0
4/7/1996,,67,37,0,0,0
4/8/1996,,76,47,0,0,0
4/9/1996,,76,51,0,0,0
4/10/1996,,76,52,0,0,0
4/11/1996,,76,59,0,0,0
4/12/1996,,78,63,0.01,0,0
4/13/1996,,83,59,1.09,0,0
4/14/1996,,82,66,0,0,0
4/15/1996,,72,55,0,0,0
4/16/1996,,74,45,0,0,0
4/17/1996,,71,49,0.02,0,0
4/18/1996,,80,65,0.01,0,0
4/19/1996,,83,72,0,0,0
4/20/1996,,86,69,0,0,0
4/21/1996,,84,69,0,0,0
4/22/1996,,85,66,0.72,0,0
4/23/1996,,75,57,0.13,0,0
4/24/1996,,80,51,0,0,0
4/25/1996,,82,55,0,0,0
4/26/1996,,85,69,0,0,0
4/27/1996,,85,67,0,0,0
4/28/1996,,86,70,0,0,0
4/29/1996,,75,51,0.58,0,0
4/30/1996,,72,48,0,0,0
5/1/1996,,77,49,0,0,0
5/2/1996,,81,56,0,0,0
5/3/1996,,83,63,0,0,0
5/4/1996,,86,69,0,0,0
5/5/1996,,88,73,0,0,0
5/6/1996,,88,71,0,0,0
5/7/1996,,87,69,0,0,0
5/8/1996,,88,69,0,0,0
5/9/1996,,89,72,0.02,0,0
5/10/1996,,89,70,0,0,0
5/11/1996,,81,67,0.6,0,0
5/12/1996,,84,66,0,0,0
5/13/1996,,88,64,0,0,0
5/14/1996,,87,69,0,0,0
5/15/1996,,87,66,0,0,0
5/16/1996,,88,66,0,0,0
5/17/1996,,89,68,0,0,0
5/18/1996,,89,67,0,0,0
5/19/1996,,89,68,0,0,0
5/20/1996,,89,68,0,0,0
5/21/1996,,93,68,0,0,0
5/22/1996,,95,71,0,0,0
5/23/1996,,94,71,0,0,0
5/24/1996,,93,69,0,0,0
5/25/1996,,93,71,0,0,0
5/26/1996,,92,73,0,0,0
5/27/1996,,91,78,0.02,0,0
5/28/1996,,92,78,0,0,0
5/29/1996,,93,68,0.7,0,0
5/30/1996,,88,67,0,0,0
5/31/1996,,89,70,0,0,0
6/1/1996,,90,74,0,0,0
6/2/1996,,92,71,0,0,0
6/3/1996,,91,69,0,0,0
6/4/1996,,89,66,2.83,0,0
6/5/1996,,89,69,0,0,0
6/6/1996,,89,69,0,0,0
6/7/1996,,90,67,0.18,0,0
6/8/1996,,83,65,0,0,0
6/9/1996,,83,62,0,0,0
6/10/1996,,87,63,0,0,0
6/11/1996,,90,70,0,0,0
6/12/1996,,92,69,1.24,0,0
6/13/1996,,88,71,1.43,0,0
6/14/1996,,87,73,0.04,0,0
6/15/1996,,90,73,1.43,0,0
6/16/1996,,93,73,0,0,0
6/17/1996,,93,74,0,0,0
6/18/1996,,94,73,0.12,0,0
6/19/1996,,91,73,0.84,0,0
6/20/1996,,86,71,0.11,0,0
6/21/1996,,93,71,1.02,0,0
6/22/1996,,91,74,0,0,0
6/23/1996,,88,71,1.29,0,0
6/24/1996,,87,72,0.47,0,0
6/25/1996,,90,74,0,0,0
6/26/1996,,94,73,0,0,0
6/27/1996,,93,75,0.3,0,0
6/28/1996,,93,73,0,0,0
6/29/1996,,92,71,0,0,0
6/30/1996,,93,74,0,0,0
7/1/1996,,94,76,0,0,0
7/2/1996,,93,74,0,0,0
7/3/1996,,97,77,0,0,0
7/4/1996,,96,77,0,0,0
7/5/1996,,94,73,0,0,0
7/6/1996,,95,75,0,0,0
7/7/1996,,95,74,1.22,0,0
7/8/1996,,83,76,0,0,0
7/9/1996,,95,75,0.04,0,0
7/10/1996,,93,75,0,0,0
7/11/1996,,95,75,0,0,0
7/12/1996,,96,76,0,0,0
7/13/1996,,94,75,0,0,0
7/14/1996,,91,76,0.01,0,0
7/15/1996,,91,75,0.41,0,0
7/16/1996,,89,74,0.04,0,0
7/17/1996,,91,74,0,0,0
7/18/1996,,90,76,0.45,0,0
7/19/1996,,93,75,0.04,0,0
7/20/1996,,94,76,0,0,0
7/21/1996,,92,76,0,0,0
7/22/1996,,94,74,0,0,0
7/23/1996,,96,76,0,0,0
7/24/1996,,92,73,0.16,0,0
7/25/1996,,85,72,0.02,0,0
7/26/1996,,84,72,0.9,0,0
7/27/1996,,93,73,0,0,0
7/28/1996,,89,74,0.73,0,0
7/29/1996,,94,73,0,0,0
7/30/1996,,89,74,0.18,0,0
7/31/1996,,89,74,0.08,0,0
8/1/1996,,87,74,0.19,0,0
8/2/1996,,92,81,0.04,0,0
8/3/1996,,94,77,0,0,0
8/4/1996,,93,74,0,0,0
8/5/1996,,93,74,0,0,0
8/6/1996,,87,74,1.87,0,0
8/7/1996,,91,74,0.02,0,0
8/8/1996,,94,73,0,0,0
8/9/1996,,95,75,0.07,0,0
8/10/1996,,93,74,0.36,0,0
8/11/1996,,82,73,1.85,0,0
8/12/1996,,89,71,1.38,0,0
8/13/1996,,89,71,0.34,0,0
8/14/1996,,91,72,0,0,0
8/15/1996,,92,72,0,0,0
8/16/1996,,92,72,0,0,0
8/17/1996,,92,72,0,0,0
8/18/1996,,91,72,0.05,0,0
8/19/1996,,94,72,0,0,0
8/20/1996,,92,72,0,0,0
8/21/1996,,88,72,0.17,0,0
8/22/1996,,89,74,0.01,0,0
8/23/1996,,89,73,0,0,0
8/24/1996,,90,72,0.71,0,0
8/25/1996,,91,69,0,0,0
8/26/1996,,91,71,0,0,0
8/27/1996,,92,71,0.09,0,0
8/28/1996,,91,73,0.17,0,0
8/29/1996,,88,72,0.58,0,0
8/30/1996,,86,72,1.13,0,0
8/31/1996,,84,70,0,0,0
9/1/1996,,84,70,0.84,0,0
9/2/1996,,89,70,0,0,0
9/3/1996,,90,71,0,0,0
9/4/1996,,91,72,0,0,0
9/5/1996,,91,71,0,0,0
9/6/1996,,92,71,0,0,0
9/7/1996,,92,72,0,0,0
9/8/1996,,89,73,0,0,0
9/9/1996,,85,73,0.48,0,0
9/10/1996,,92,71,0,0,0
9/11/1996,,92,70,0,0,0
9/12/1996,,92,71,0,0,0
9/13/1996,,86,71,0,0,0
9/14/1996,,89,70,0,0,0
9/15/1996,,89,72,0.88,0,0
9/16/1996,,91,79,0.04,0,0
9/17/1996,,92,74,0.01,0,0
9/18/1996,,89,68,0,0,0
9/19/1996,,90,71,0,0,0
9/20/1996,,77,69,0.74,0,0
9/21/1996,,88,70,0.02,0,0
9/22/1996,,88,65,0,0,0
9/23/1996,,86,63,0,0,0
9/24/1996,,84,66,0,0,0
9/25/1996,,88,68,0,0,0
9/26/1996,,88,69,0,0,0
9/27/1996,,79,68,3.67,0,0
9/28/1996,,69,57,1.48,0,0
9/29/1996,,76,52,0,0,0
9/30/1996,,79,52,0,0,0
10/1/1996,,85,67,1.15,0,0
10/2/1996,,82,72,0,0,0
10/3/1996,,85,69,0,0,0
10/4/1996,,83,67,0,0,0
10/5/1996,,74,63,0.4,0,0
10/6/1996,,66,63,0.62,0,0
10/7/1996,,80,61,0,0,0
10/8/1996,,83,60,0,0,0
10/9/1996,,79,62,0,0,0
10/10/1996,,81,57,0,0,0
10/11/1996,,76,49,0,0,0
10/12/1996,,78,50,0,0,0
10/13/1996,,82,57,0,0,0
10/14/1996,,82,59,0,0,0
10/15/1996,,80,57,0,0,0
10/16/1996,,83,62,0.02,0,0
10/17/1996,,87,69,0,0,0
10/18/1996,,74,49,0.35,0,0
10/19/1996,,73,44,0,0,0
10/20/1996,,79,52,0,0,0
10/21/1996,,82,58,0,0,0
10/22/1996,,76,46,0.14,0,0
10/23/1996,,73,41,0,0,0
10/24/1996,,73,46,1.65,0,0
10/25/1996,,75,63,5.14,0,0
10/26/1996,,83,67,0.83,0,0
10/27/1996,,85,69,0,0,0
10/28/1996,,84,68,0,0,0
10/29/1996,,84,69,0,0,0
10/30/1996,,81,64,0.02,0,0
10/31/1996,,84,63,0,0,0
11/1/1996,,85,59,0.14,0,0
11/2/1996,,64,46,0,0,0
11/3/1996,,63,43,0,0,0
11/4/1996,,74,42,0,0,0
11/5/1996,,81,55,0,0,0
11/6/1996,,82,58,0,0,0
11/7/1996,,78,56,0.71,0,0
11/8/1996,,67,47,0,0,0
11/9/1996,,64,41,0,0,0
11/10/1996,,70,44,0,0,0
11/11/1996,,76,46,0,0,0
11/12/1996,,75,51,0,0,0
11/13/1996,,74,48,0,0,0
11/14/1996,,76,50,0,0,0
11/15/1996,,75,51,0,0,0
11/16/1996,,68,61,0.02,0,0
11/17/1996,,74,68,0.12,0,0
11/18/1996,,77,67,0.15,0,0
11/19/1996,,75,61,0,0,0
11/20/1996,,82,62,0,0,0
11/21/1996,,81,59,0,0,0
11/22/1996,,69,51,0,0,0
11/23/1996,,76,51,0,0,0
11/24/1996,,79,53,0.29,0,0
11/25/1996,,53,41,0,0,0
11/26/1996,,49,39,0,0,0
11/27/1996,,55,35,0,0,0
11/28/1996,,67,43,0,0,0
11/29/1996,,73,51,0,0,0
11/30/1996,,75,61,0.08,0,0
12/1/1996,,62,39,0,0,0
12/2/1996,,60,34,0,0,0
12/3/1996,,70,40,0,0,0
12/4/1996,,61,49,0,0,0
12/5/1996,,71,48,0.2,0,0
12/6/1996,,77,48,0,0,0
12/7/1996,,77,51,0,0,0
12/8/1996,,52,45,0,0,0
12/9/1996,,70,40,0,0,0
12/10/1996,,76,49,0,0,0
12/11/1996,,75,63,0,0,0
12/12/1996,,78,67,0.03,0,0
12/13/1996,,76,61,0,0,0
12/14/1996,,70,56,0,0,0
12/15/1996,,72,56,1.51,0,0
12/16/1996,,62,40,1.73,0,0
12/17/1996,,52,34,0,0,0
12/18/1996,,45,29,0,0,0
12/19/1996,,42,21,0,0,0
12/20/1996,,46,23,0,0,0
12/21/1996,,67,36,0,0,0
12/22/1996,,67,57,0,0,0
12/23/1996,,74,57,0,0,0
12/24/1996,,66,38,0.22,0,0
12/25/1996,,55,30,0,0,0
12/26/1996,,71,40,0.46,0,0
12/27/1996,,74,61,0.02,0,0
12/28/1996,,75,65,0,0,0
12/29/1996,,67,60,0.7,0,0
12/30/1996,,75,62,0.01,0,0
12/31/1996,,73,61,0.05,0,0
1/1/1997,,76,60,0.02,0,0
1/2/1997,,75,63,0.02,0,0
1/3/1997,,77,67,0.01,0,0
1/4/1997,,76,67,0,0,0
1/5/1997,,76,58,0,0,0
1/6/1997,,59,45,0,0,0
1/7/1997,,45,40,2.28,0,0
1/8/1997,,43,39,0.1,0,0
1/9/1997,,43,32,0,0,0
1/10/1997,,64,31,0,0,0
1/11/1997,,43,29,0,0,0
1/12/1997,,33,31,0.5,0,0
1/13/1997,,35,30,0.02,0,0
1/14/1997,,43,28,0,0,0
1/15/1997,,70,42,0.35,0,0
1/16/1997,,51,33,0,0,0
1/17/1997,,43,26,0,0,0
1/18/1997,,48,25,0,0,0
1/19/1997,,63,32,0,0,0
1/20/1997,,70,39,0,0,0
1/21/1997,,71,48,0.03,0,0
1/22/1997,,72,63,0.34,0,0
1/23/1997,,67,60,0.07,0,0
1/24/1997,,76,62,0.04,0,0
1/25/1997,,66,45,0,0,0
1/26/1997,,72,42,0,0,0
1/27/1997,,77,65,0.17,0,0
1/28/1997,,68,35,1.86,0,0
1/29/1997,,39,35,0,0,0
1/30/1997,,57,39,0,0,0
1/31/1997,,68,36,0,0,0
2/1/1997,,74,57,0,0,0
2/2/1997,,76,63,0,0,0
2/3/1997,,74,62,0,0,0
2/4/1997,,78,61,0.61,0,0
2/5/1997,,63,44,0,0,0
2/6/1997,,57,42,0,0,0
2/7/1997,,67,45,0.16,0,0
2/8/1997,,47,43,0,0,0
2/9/1997,,49,40,0.02,0,0
2/10/1997,,52,39,0.1,0,0
2/11/1997,,56,35,0,0,0
2/12/1997,,48,44,2.99,0,0
2/13/1997,,58,44,0,0,0
2/14/1997,,47,39,0.18,0,0
2/15/1997,,61,36,0,0,0
2/16/1997,,66,36,0,0,0
2/17/1997,,69,40,0,0,0
2/18/1997,,72,45,0,0,0
2/19/1997,,76,56,0,0,0
2/20/1997,,76,66,0.02,0,0
2/21/1997,,78,54,1.84,0,0
2/22/1997,,62,46,0,0,0
2/23/1997,,55,50,0,0,0
2/24/1997,,51,46,1.33,0,0
2/25/1997,,60,48,1.06,0,0
2/26/1997,,75,55,0.11,0,0
2/27/1997,,65,55,0.04,0,0
2/28/1997,,74,58,0.05,0,0
3/1/1997,,78,71,0,0,0
3/2/1997,,77,53,0.05,0,0
3/3/1997,,71,47,0,0,0
3/4/1997,,76,47,0,0,0
3/5/1997,,81,56,0.01,0,0
3/6/1997,,66,47,0,0,0
3/7/1997,,70,43,0,0,0
3/8/1997,,78,50,0,0,0
3/9/1997,,79,56,0,0,0
3/10/1997,,74,65,0.3,0,0
3/11/1997,,79,63,0,0,0
3/12/1997,,77,66,0.26,0,0
3/13/1997,,75,64,0.54,0,0
3/14/1997,,75,56,0,0,0
3/15/1997,,59,49,0,0,0
3/16/1997,,56,49,0.05,0,0
3/17/1997,,73,50,0,0,0
3/18/1997,,78,57,0.74,0,0
3/19/1997,,65,53,0.06,0,0
3/20/1997,,68,50,0,0,0
3/21/1997,,76,47,0,0,0
3/22/1997,,81,52,0,0,0
3/23/1997,,80,56,0,0,0
3/24/1997,,79,55,0,0,0
3/25/1997,,80,65,0,0,0
3/26/1997,,72,58,1.33,0,0
3/27/1997,,77,57,0,0,0
3/28/1997,,82,71,0.01,0,0
3/29/1997,,85,68,0,0,0
3/30/1997,,80,60,0.23,0,0
3/31/1997,,69,55,0,0,0
4/1/1997,,72,58,0,0,0
4/2/1997,,78,55,0,0,0
4/3/1997,,72,62,0,0,0
4/4/1997,,77,66,0.67,0,0
4/5/1997,,74,58,0.78,0,0
4/6/1997,,82,54,0,0,0
4/7/1997,,75,56,0,0,0
4/8/1997,,65,58,0,0,0
4/9/1997,,75,55,0,0,0
4/10/1997,,77,52,0,0,0
4/11/1997,,76,64,0.8,0,0
4/12/1997,,68,50,0.34,0,0
4/13/1997,,57,45,0,0,0
4/14/1997,,61,46,0,0,0
4/15/1997,,70,44,0,0,0
4/16/1997,,78,45,0,0,0
4/17/1997,,74,50,0,0,0
4/18/1997,,72,42,0,0,0
4/19/1997,,75,50,0,0,0
4/20/1997,,80,56,0,0,0
4/21/1997,,82,66,0,0,0
4/22/1997,,79,60,0,0,0
4/23/1997,,80,52,0,0,0
4/24/1997,,75,54,0,0,0
4/25/1997,,68,58,0.01,0,0
4/26/1997,,73,56,2.08,0,0
4/27/1997,,77,60,3.52,0,0
4/28/1997,,65,55,0,0,0
4/29/1997,,77,52,0,0,0
4/30/1997,,80,60,0,0,0
5/1/1997,,86,66,0,0,0
5/2/1997,,83,71,0,0,0
5/3/1997,,80,60,0.61,0,0
5/4/1997,,77,55,0,0,0
5/5/1997,,78,53,0,0,0
5/6/1997,,82,57,0,0,0
5/7/1997,,81,60,0,0,0
5/8/1997,,84,67,0,0,0
5/9/1997,,88,67,0,0,0
5/10/1997,,72,61,0,0,0
5/11/1997,,78,59,0,0,0
5/12/1997,,82,63,0.03,0,0
5/13/1997,,83,62,0,0,0
5/14/1997,,86,64,0,0,0
5/15/1997,,89,67,0.46,0,0
5/16/1997,,83,66,0,0,0
5/17/1997,,88,63,0,0,0
5/18/1997,,87,69,0,0,0
5/19/1997,,85,71,1.73,0,0
5/20/1997,,86,72,0,0,0
5/21/1997,,87,72,0.08,0,0
5/22/1997,,80,66,0.15,0,0
5/23/1997,,83,68,1.8,0,0
5/24/1997,,79,70,0.63,0,0
5/25/1997,,84,68,0.6,0,0
5/26/1997,,89,73,0,0,0
5/27/1997,,91,74,0,0,0
5/28/1997,,87,71,0.33,0,0
5/29/1997,,85,70,0.46,0,0
5/30/1997,,85,68,0,0,0
5/31/1997,,82,68,0.02,0,0
6/1/1997,,83,64,0,0,0
6/2/1997,,86,62,0,0,0
6/3/1997,,85,64,0,0,0
6/4/1997,,88,65,0,0,0
6/5/1997,,88,69,0,0,0
6/6/1997,,89,71,0,0,0
6/7/1997,,88,70,0.2,0,0
6/8/1997,,84,70,0.15,0,0
6/9/1997,,88,69,0,0,0
6/10/1997,,91,72,0.43,0,0
6/11/1997,,91,72,0,0,0
6/12/1997,,93,73,0,0,0
6/13/1997,,91,75,0,0,0
6/14/1997,,95,75,0,0,0
6/15/1997,,93,75,0,0,0
6/16/1997,,92,76,0,0,0
6/17/1997,,81,69,3.66,0,0
6/18/1997,,83,73,0.8,0,0
6/19/1997,,88,73,0.11,0,0
6/20/1997,,90,74,0,0,0
6/21/1997,,90,76,0,0,0
6/22/1997,,90,76,0,0,0
6/23/1997,,94,72,0,0,0
6/24/1997,,93,74,0,0,0
6/25/1997,,86,73,1.74,0,0
6/26/1997,,91,72,1.1,0,0
6/27/1997,,91,73,0.15,0,0
6/28/1997,,88,75,0.12,0,0
6/29/1997,,90,73,0.02,0,0
6/30/1997,,90,74,0,0,0
7/1/1997,,92,76,0.41,0,0
7/2/1997,,93,76,0,0,0
7/3/1997,,95,77,0,0,0
7/4/1997,,97,77,0,0,0
7/5/1997,,97,76,0.03,0,0
7/6/1997,,90,73,0.48,0,0
7/7/1997,,92,72,0,0,0
7/8/1997,,91,73,0.22,0,0
7/9/1997,,89,74,0.54,0,0
7/10/1997,,95,74,0,0,0
7/11/1997,,95,75,0,0,0
7/12/1997,,94,77,0,0,0
7/13/1997,,95,72,1.42,0,0
7/14/1997,,91,71,0,0,0
7/15/1997,,92,74,0,0,0
7/16/1997,,92,73,0,0,0
7/17/1997,,90,73,0,0,0
7/18/1997,,92,74,0,0,0
7/19/1997,,96,74,0,0,0
7/20/1997,,94,76,0,0,0
7/21/1997,,94,75,0,0,0
7/22/1997,,95,78,0,0,0
7/23/1997,,89,75,0.24,0,0
7/24/1997,,94,73,0,0,0
7/25/1997,,96,76,0,0,0
7/26/1997,,96,75,0,0,0
7/27/1997,,96,78,0,0,0
7/28/1997,,95,75,0,0,0
7/29/1997,,95,75,1.39,0,0
7/30/1997,,92,74,0,0,0
7/31/1997,,94,77,0.25,0,0
8/1/1997,,84,76,0,0,0
8/2/1997,,90,72,0,0,0
8/3/1997,,93,71,0.38,0,0
8/4/1997,,92,76,0.15,0,0
8/5/1997,,96,76,0,0,0
8/6/1997,,93,74,0.94,0,0
8/7/1997,,92,74,0,0,0
8/8/1997,,87,73,0.02,0,0
8/9/1997,,91,74,0,0,0
8/10/1997,,92,74,0.39,0,0
8/11/1997,,92,74,0,0,0
8/12/1997,,93,75,0,0,0
8/13/1997,,96,75,0.24,0,0
8/14/1997,,92,77,0,0,0
8/15/1997,,94,76,0,0,0
8/16/1997,,95,77,0,0,0
8/17/1997,,97,78,0.92,0,0
8/18/1997,,94,76,0,0,0
8/19/1997,,95,76,0,0,0
8/20/1997,,96,74,0.12,0,0
8/21/1997,,95,74,0,0,0
8/22/1997,,91,70,0.18,0,0
8/23/1997,,86,72,0,0,0
8/24/1997,,88,68,0,0,0
8/25/1997,,89,65,0,0,0
8/26/1997,,93,68,0,0,0
8/27/1997,,94,73,0,0,0
8/28/1997,,96,73,0,0,0
8/29/1997,,95,75,0,0,0
8/30/1997,,96,75,0,0,0
8/31/1997,,97,73,0.28,0,0
9/1/1997,,94,71,0,0,0
9/2/1997,,94,74,0.03,0,0
9/3/1997,,95,73,0,0,0
9/4/1997,,88,71,0,0,0
9/5/1997,,92,65,0.01,0,0
9/6/1997,,92,74,1.71,0,0
9/7/1997,,90,74,0.01,0,0
9/8/1997,,92,70,0,0,0
9/9/1997,,91,73,0,0,0
9/10/1997,,94,73,0,0,0
9/11/1997,,90,68,0,0,0
9/12/1997,,91,63,0,0,0
9/13/1997,,93,67,0,0,0
9/14/1997,,94,72,0,0,0
9/15/1997,,94,70,0,0,0
9/16/1997,,93,70,0,0,0
9/17/1997,,94,71,0.09,0,0
9/18/1997,,93,71,0,0,0
9/19/1997,,93,71,0,0,0
9/20/1997,,94,72,0,0,0
9/21/1997,,94,71,0,0,0
9/22/1997,,92,71,0,0,0
9/23/1997,,80,76,0.24,0,0
9/24/1997,,86,74,0.09,0,0
9/25/1997,,76,69,0.01,0,0
9/26/1997,,87,65,0,0,0
9/27/1997,,88,61,0,0,0
9/28/1997,,91,65,0,0,0
9/29/1997,,93,68,0,0,0
9/30/1997,,93,69,0,0,0
10/1/1997,,94,68,0.02,0,0
10/2/1997,,85,59,0,0,0
10/3/1997,,86,55,0,0,0
10/4/1997,,87,58,0,0,0
10/5/1997,,91,63,0,0,0
10/6/1997,,91,67,0,0,0
10/7/1997,,87,71,0,0,0
10/8/1997,,90,73,0,0,0
10/9/1997,,92,73,0.23,0,0
10/10/1997,,88,74,0,0,0
10/11/1997,,89,72,0,0,0
